1.441972380000000000e+08,4.299950000000000000e+05,1.372767000000000000e+06
1.441752418735407293e+08,4.381189168143847492e+05,1.386639209644864779e+06
1.441528337332229316e+08,4.463928282222788548e+05,1.400773438554772409e+06
1.441300060672292709e+08,4.548193842842110898e+05,1.415174548486509593e+06
1.441067512963149846e+08,4.634012554903292912e+05,1.429847448194671655e+06
1.440830616951344311e+08,4.721411603908510879e+05,1.444797144474732690e+06
1.440589294091127515e+08,4.810418594752102508e+05,1.460028731412036344e+06
1.440343464464467168e+08,4.901061576172244968e+05,1.475547395936059766e+06
1.440093046884690225e+08,4.993369005226712907e+05,1.491358411008320283e+06
1.439837958805063069e+08,5.087369775665939669e+05,1.507467141927115154e+06
1.439578116306627393e+08,5.183093220258984948e+05,1.523879047311382368e+06
1.439313434079151750e+08,5.280569114520922303e+05,1.540599680632765172e+06
1.439043825386386216e+08,5.379827684104623040e+05,1.557634692950944649e+06
1.438769202097594440e+08,5.480899598097535782e+05,1.574989830430808943e+06
1.438489474665661454e+08,5.583815973994770320e+05,1.592670936034403043e+06
1.438204552096319199e+08,5.688608384418151109e+05,1.610683951926260954e+06
1.437914341873611212e+08,5.795308870129490970e+05,1.629034925625930307e+06
1.437618749978902936e+08,5.903949938683600631e+05,1.647730008241342846e+06
1.437317680873025954e+08,6.014564568741029361e+05,1.666775455823311349e+06
1.437011037464307249e+08,6.127186216180475894e+05,1.686177631951243384e+06
1.436698721164416969e+08,6.241848794557235669e+05,1.705943004102579085e+06
1.436380631819489896e+08,6.358586694256813498e+05,1.726078148625327507e+06
1.436056667664976716e+08,6.477434794286135584e+05,1.746589754073712975e+06
1.435726725327106714e+08,6.598428459542535711e+05,1.767484621335092001e+06
1.435390699816932082e+08,6.721603534248801880e+05,1.788769664881919278e+06
1.435048484507089555e+08,6.846996348881713348e+05,1.810451914402897703e+06
1.434699971105571091e+08,6.974643729432378896e+05,1.832538516499655321e+06
1.434345049642125964e+08,7.104582996806812007e+05,1.855036736106744502e+06
1.433983608453296423e+08,7.236851961930197431e+05,1.877953958477362990e+06
1.433615534164366722e+08,7.371488928371329093e+05,1.901297690726215020e+06
