8.735134000000000000e+06,6.470400000000000000e+04,1.001620000000000000e+05
8.727283475061019883e+06,6.859473485798797628e+04,1.041217900809927814e+05
8.718969044602604583e+06,7.271149634439159126e+04,1.083194590530046407e+05
8.710164773928098381e+06,7.706642876628949307e+04,1.127687973056122137e+05
8.700843460441157222e+06,8.167220639104225847e+04,1.174843331678012473e+05
8.690976595480958000e+06,8.654204047401748539e+04,1.224813640450271778e+05
8.680534329945702106e+06,9.168968376675782201e+04,1.277759862875426188e+05
8.669485430921116844e+06,9.712943481048721878e+04,1.333851342683979601e+05
8.657797259727954865e+06,1.028761350237340230e+05,1.393266052483117091e+05
8.645435739248467609e+06,1.089451656045194541e+05,1.456190951470134314e+05
8.632365330888865516e+06,1.153524393524351326e+05,1.522822297586988425e+05
8.618549015882056206e+06,1.221143879429460649e+05,1.593365961749997223e+05
8.603948283587012440e+06,1.292479434965361725e+05,1.668037729164527846e+05
8.588523125697333366e+06,1.367705152499462420e+05,1.747063590527219640e+05
8.572232037988539785e+06,1.446999600627149630e+05,1.830680019487470854e+05
8.555032035067012534e+06,1.530545427545988932e+05,1.919134221783897083e+05
8.536878670669402927e+06,1.618528924216106825e+05,2.012684369089882530e+05
8.517726071419257671e+06,1.711139485184431251e+05,2.111599800623001647e+05
8.497526984650870785e+06,1.808568966834642051e+05,2.216161186656657374e+05
8.476232839642178267e+06,1.911010948782576306e+05,2.326660654795648879e+05
8.453793824878133833e+06,2.018659883529340150e+05,2.443401867689327046e+05
8.430158983283041045e+06,2.131710122680013010e+05,2.566700044489600987e+05
8.405276325086250901e+06,2.250354823098773777e+05,2.696881926038736128e+05
8.379092962265577167e+06,2.374784711329230922e+05,2.834285666015020688e+05
8.351555265314394608e+06,2.505186705402037769e+05,2.979260641454038559e+05
8.322609038149206899e+06,2.641742413249583915e+05,3.132167205258370959e+05
8.292199727611967362e+06,2.784626434700191021e+05,3.293376289180154563e+05
8.260272652276064269e+06,2.934004532321004663e+05,3.463268944918374764e+05
8.226773254978989251e+06,3.090031676975168521e+05,3.642235773234954686e+05
8.191647392227696255e+06,3.252849875094871386e+05,3.830676202628181782e+05
