8.308832000000000000e+06,1.095890000000000000e+05,1.256130000000000000e+05
8.294210235747481696e+06,1.200231369567163056e+05,1.298006272958016780e+05
8.278227705991118215e+06,1.314198672521818371e+05,1.343864267566999188e+05
8.260765121223981492e+06,1.438618536840410670e+05,1.394070250919769751e+05
8.241694196145320311e+06,1.574376347954246739e+05,1.449021690592545201e+05
8.220877242148937657e+06,1.722418054185727960e+05,1.509149524324900704e+05
8.198166840811597183e+06,1.883751280455990054e+05,1.574920311428039859e+05
8.173405557722701691e+06,2.059445895208692236e+05,1.646838527564287651e+05
8.146425744757352397e+06,2.250633718418556091e+05,1.725448834007911501e+05
8.117049448777865618e+06,2.458507196687943942e+05,1.811338315533393470e+05
8.085088451204934157e+06,2.684316837019338273e+05,1.905138650931316952e+05
8.050344468678810634e+06,2.929367150146252243e+05,2.007528163065634726e+05
8.012609547208894044e+06,3.195010838203012245e+05,2.119233689708040329e+05
7.971666685270972550e+06,3.482640941408650251e+05,2.241032205881619011e+05
7.927290723724422976e+06,3.793680644980360521e+05,2.373752117775407678e+05
7.879249542037248611e+06,4.129570442335038097e+05,2.518274137292468804e+05
7.827305600794886239e+06,4.491752356791394413e+05,2.675531635259738541e+05
7.771217868241270073e+06,4.881650955092622899e+05,2.846510362494669971e+05
7.710744163907766342e+06,5.300650937363159610e+05,3.032247423559175222e+05
7.645643982969793491e+06,5.750070857481041458e+05,3.233829312821017229e+05
7.575681740389780141e+06,6.231133576420260360e+05,3.452389019681932987e+05
7.500630536055780947e+06,6.744932718925040681e+05,3.689101920517150429e+05
7.420276390218485147e+06,7.292395708819646388e+05,3.945180388995500980e+05
7.334422925047121011e+06,7.874243737371620955e+05,4.221867012157172430e+05
7.242896447777698748e+06,8.490949229814163409e+05,4.520426292408859008e+05
7.145551360317582265e+06,9.142691631500950316e+05,4.842134765323236352e+05
7.042275787106133997e+06,9.829312637465466978e+05,5.188269491473207017e+05
6.932997277874842286e+06,1.055027230585976969e+06,5.560094915391813265e+05
6.817688427334745415e+06,1.130460755337260896e+06,5.958848173279946204e+05
6.696372195337805897e+06,1.209089509389810963e+06,6.385722952723836061e+05
