5.696884000000000000e+06,1.396300000000000000e+04,4.350900000000000000e+04
5.695621843320482410e+06,1.443789093642966873e+04,4.429626574308841373e+04
5.694317066494426690e+06,1.492863443114039183e+04,4.511029907443332922e+04
5.692968268742923625e+06,1.543573867659374446e+04,4.595199258048316551e+04
5.691574005192560144e+06,1.595972695141037548e+04,4.682226785602979362e+04
5.690132786269692704e+06,1.650113775132527007e+04,4.772207597898246604e+04
5.688643076820675284e+06,1.706052501655778178e+04,4.865239816276766214e+04
5.687103294380933046e+06,1.763845862760297678e+04,4.961424699146467901e+04
5.685511808647685684e+06,1.823552454374937224e+04,5.060866680856543826e+04
5.683866940165442415e+06,1.885232514988466573e+04,5.163673468467298517e+04
5.682166958082497120e+06,1.948947984307294973e+04,5.269956207443032326e+04
5.680410079421143048e+06,2.014762523514092391e+04,5.379829534371724003e+04
5.678594468583217822e+06,2.082741520182032036e+04,5.493411621496295993e+04
5.676718235219543800e+06,2.152952148153511371e+04,5.610824329892273090e+04
5.674779433196683414e+06,2.225463384022613900e+04,5.732193296309214929e+04
5.672776059302279726e+06,2.300346041348382278e+04,5.857648028423821233e+04
5.670706051888159476e+06,2.377672795827356094e+04,5.987322015356882184e+04
5.668567289584764279e+06,2.457518213411742545e+04,6.121352828112015413e+04
5.666357590017938055e+06,2.539958775222633267e+04,6.259882222983717656e+04
5.664074708485035226e+06,2.625072897840623409e+04,6.403056253656031186e+04
5.661716336673254147e+06,2.712940960400338008e+04,6.551025372274498659e+04
5.659280101375727914e+06,2.803645313613773760e+04,6.703944548813640722e+04
5.656763563167781569e+06,2.897270318480074639e+04,6.861973364741975092e+04
5.654164215191957541e+06,2.993902345602855348e+04,7.025276135201606667e+04
5.651479481958650984e+06,3.093629772714708088e+04,7.194022031420447456e+04
5.648706717941612005e+06,3.196543035373004386e+04,7.368385170465990086e+04
5.645843206604181789e+06,3.302734596891263936e+04,7.548544742690776184e+04
5.642886159218111075e+06,3.412298952550908871e+04,7.734685125638225873e+04
5.639832713437505066e+06,3.525332668763164111e+04,7.926995987486446393e+04
5.636679932694735937e+06,3.641934321990756143e+04,8.125672408535827708e+04
